left_issuer,left_proposal,left_identifier,right_issuer,right_proposal,right_identifier,confidence,reason,match_type
THE SCOTTS MIRACLE-GRO COMPANY,Election of Director to serve for a term of three years to expire at the 2028 Annual Meeting of Shareholders: David C. Evans,2025-01-27||810186||Election of Director to serve for a term of three years to expire at the 2028 Annual Meeting of Shareholders: David C. Evans||-1||-1,The Scotts Miracle-Gro Company,,,0,unmatched_left,unmatched
THE SCOTTS MIRACLE-GRO COMPANY,Election of Director to serve for a term of three years to expire at the 2028 Annual Meeting of Shareholders: Katherine Hagedorn Littlefield,2025-01-27||810186||Election of Director to serve for a term of three years to expire at the 2028 Annual Meeting of Shareholders: Katherine Hagedorn Littlefield||-1||-1,The Scotts Miracle-Gro Company,,,0,unmatched_left,unmatched
THE SCOTTS MIRACLE-GRO COMPANY,Election of Director to serve for a term of three years to expire at the 2028 Annual Meeting of Shareholders: Stephen L. Johnson,2025-01-27||810186||Election of Director to serve for a term of three years to expire at the 2028 Annual Meeting of Shareholders: Stephen L. Johnson||-1||-1,The Scotts Miracle-Gro Company,,,0,unmatched_left,unmatched
THE SCOTTS MIRACLE-GRO COMPANY,"Ratification of the selection of Deloitte & Touche LLP as the Company's independent registered public accounting firm for the fiscal year ending September 30, 2025.","2025-01-27||810186||Ratification of the selection of Deloitte & Touche LLP as the Company's independent registered public accounting firm for the fiscal year ending September 30, 2025.||-1||-1",The Scotts Miracle-Gro Company,,,0,unmatched_left,unmatched
CYNGN INC.,"Approval of an amendment to the Company's Certificate of Incorporation to increase the number of authorized common stock from 200,000,000 to 400,000,000 shares.","2025-01-30||23257B||Approval of an amendment to the Company's Certificate of Incorporation to increase the number of authorized common stock from 200,000,000 to 400,000,000 shares.||-1||-1",Cyngn Inc.,Increase in Authorized Common Stock,53275_1,0.9,Both proposals involve increasing the number of authorized common stock.,gpt_matched
CYNGN INC.,"Grant discretionary authority to our board of directors to (i) amend our certificate of incorporation to combine outstanding shares of our common stock into a lesser number of outstanding shares, or a ""reverse stock split,"" at a specific ratio within a range of one-for-five (1-for-5) to a maximum of a one-for-one hundred fifty (1-for-150) split, with the exact ratio to be determined by our board of directors in its sole discretion; and (ii) effect the reverse stock split, if at all, within one year of the date the proposal is approved by stockholders.","2025-01-30||23257B||Grant discretionary authority to our board of directors to (i) amend our certificate of incorporation to combine outstanding shares of our common stock into a lesser number of outstanding shares, or a ""reverse stock split,"" at a specific ratio within a range of one-for-five (1-for-5) to a maximum of a one-for-one hundred fifty (1-for-150) split, with the exact ratio to be determined by our board of directors in its sole discretion; and (ii) effect the reverse stock split, if at all, within one year of the date the proposal is approved by stockholders.||-1||-1",Cyngn Inc.,Reverse Stock Split,53275_2,0.8,"Both proposals relate to reverse stock splits, with the left proposal providing specific details on the split ratio.",gpt_matched
CYNGN INC.,"Approval of, if necessary, the adjournment or postponement of the Special Meeting, to continue to solicit votes for Proposals 1, 2 and 3.","2025-01-30||23257B||Approval of, if necessary, the adjournment or postponement of the Special Meeting, to continue to solicit votes for Proposals 1, 2 and 3.||-1||-1",Cyngn Inc.,Right to Adjourn Meeting,53275_4,0.7,"Both proposals address the right to adjourn a meeting, indicating procedural governance.",gpt_matched
CYNGN INC.,"To authorize, for purposes of complying with NASDAQ Listing Rule 5635(D), the issuance of the Warrants, shares of our common stock underlying the Warrants and certain provisions of the Warrants, issued in connection with an offering and sale of securities of the Company that was consummated on December 23, 2024.","2025-01-30||23257B||To authorize, for purposes of complying with NASDAQ Listing Rule 5635(D), the issuance of the Warrants, shares of our common stock underlying the Warrants and certain provisions of the Warrants, issued in connection with an offering and sale of securities of the Company that was consummated on December 23, 2024.||-1||-1",Cyngn Inc.,,,0,unmatched_left,unmatched
KARYOPHARM THERAPEUTICS INC.,"To adopt and approve an amendment to the Karyopharm Therapeutics Inc. Restated Certificate of Inc, as amended, to effect a reverse stock split of our issued shares of common stock at a ratio within the range of not less than 1-for-5 and not greater than 1-for-15, and a proportionate reduction in the number of authorized shares of common stock, with the exact ratio within such range and the implementation & timing of such reverse stock split to be determined at sole discretion of Board of Directors, without further approval or authorization of our stockholders.","2025-01-30||48576U||To adopt and approve an amendment to the Karyopharm Therapeutics Inc. Restated Certificate of Inc, as amended, to effect a reverse stock split of our issued shares of common stock at a ratio within the range of not less than 1-for-5 and not greater than 1-for-15, and a proportionate reduction in the number of authorized shares of common stock, with the exact ratio within such range and the implementation & timing of such reverse stock split to be determined at sole discretion of Board of Directors, without further approval or authorization of our stockholders.||-1||-1",Karyopharm Therapeutics Inc.,,,0,unmatched_left,unmatched
KARYOPHARM THERAPEUTICS INC.,"To adopt and approve an amendment to the Karyopharm Therapeutics Inc. Restated Certificate of Incorporation, as amended, to increase the number of authorized shares of our capital stock from 405,000,000 to 805,000,000 and the number of authorized shares of our common stock from 400,000,000 to 800,000,000.","2025-01-30||48576U||To adopt and approve an amendment to the Karyopharm Therapeutics Inc. Restated Certificate of Incorporation, as amended, to increase the number of authorized shares of our capital stock from 405,000,000 to 805,000,000 and the number of authorized shares of our common stock from 400,000,000 to 800,000,000.||-1||-1",Karyopharm Therapeutics Inc.,,,0,unmatched_left,unmatched
KARYOPHARM THERAPEUTICS INC.,"To approve a proposal to adjourn the Special Meeting to a later date or dates, if necessary to permit further solicitation of proxies in the event that there are insufficient votes for the adoption and approval of Proposal 1 or Proposal 2.","2025-01-30||48576U||To approve a proposal to adjourn the Special Meeting to a later date or dates, if necessary to permit further solicitation of proxies in the event that there are insufficient votes for the adoption and approval of Proposal 1 or Proposal 2.||-1||-1",Karyopharm Therapeutics Inc.,,,0,unmatched_left,unmatched
KARYOPHARM THERAPEUTICS INC.,,,Karyopharm Therapeutics Inc.,Amend Omnibus Stock Plan,26498_2,0,unmatched_right,unmatched
KARYOPHARM THERAPEUTICS INC.,,,Karyopharm Therapeutics Inc.,Advisory Vote to Ratify Named Executive Officers' Compensation,26498_3,0,unmatched_right,unmatched
"MEI PHARMA, INC.","To approve, on an advisory basis, the compensation of our named executive officers as disclosed in the Proxy Statement.","2025-01-30||55279B||To approve, on an advisory basis, the compensation of our named executive officers as disclosed in the Proxy Statement.||-1||-1",MEI Pharma Inc.,Advisory Vote on Executive Compensation,4030_2,0.9,"Both proposals relate to executive compensation, with the left proposal being an advisory vote on the compensation of named executive officers and the right proposal being an advisory vote on executive compensation.",gpt_matched
"MEI PHARMA, INC.",Election of Director to serve until the term in fiscal year 2028 and until their successor is elected and qualified: Frederick W. Driscoll,2025-01-30||55279B||Election of Director to serve until the term in fiscal year 2028 and until their successor is elected and qualified: Frederick W. Driscoll||-1||-1,MEI Pharma Inc.,,,0,unmatched_left,unmatched
"MEI PHARMA, INC.","Election of Director to serve until the term in fiscal year 2028 and until their successor is elected and qualified: Nicholas R. Glover, Ph.D","2025-01-30||55279B||Election of Director to serve until the term in fiscal year 2028 and until their successor is elected and qualified: Nicholas R. Glover, Ph.D||-1||-1",MEI Pharma Inc.,,,0,unmatched_left,unmatched
"MEI PHARMA, INC.","To ratify the appointment of Deloitte & Touche LLP, an independent registered public accounting firm, as our independent auditors for the fiscal year ending June 30, 2025.","2025-01-30||55279B||To ratify the appointment of Deloitte & Touche LLP, an independent registered public accounting firm, as our independent auditors for the fiscal year ending June 30, 2025.||-1||-1",MEI Pharma Inc.,,,0,unmatched_left,unmatched
"POST HOLDINGS, INC.",Advisory approval of the Company's executive compensation.,2025-01-30||737446||Advisory approval of the Company's executive compensation.||-1||-1,Post Holdings Inc.,Advisory Vote to Ratify Named Executive Officers' Compensation,1896_3,0.9,"Both proposals relate to the approval of executive compensation, with the left proposal being an advisory vote and the right proposal being a ratification of compensation.",gpt_matched
"POST HOLDINGS, INC.","Approval of the Post Holdings, Inc. Amended and Restated 2021 Long-Term Incentive Plan.","2025-01-30||737446||Approval of the Post Holdings, Inc. Amended and Restated 2021 Long-Term Incentive Plan.||-1||-1",Post Holdings Inc.,,,0,unmatched_left,unmatched
"POST HOLDINGS, INC.",Election of Director: David P. Skarie,2025-01-30||737446||Election of Director: David P. Skarie||-1||-1,Post Holdings Inc.,,,0,unmatched_left,unmatched
"POST HOLDINGS, INC.",Election of Director: David W. Kemper,2025-01-30||737446||Election of Director: David W. Kemper||-1||-1,Post Holdings Inc.,,,0,unmatched_left,unmatched
"POST HOLDINGS, INC.",Election of Director: Dorothy M. Burwell,2025-01-30||737446||Election of Director: Dorothy M. Burwell||-1||-1,Post Holdings Inc.,,,0,unmatched_left,unmatched
"POST HOLDINGS, INC.",Election of Director: Gregory L. Curl,2025-01-30||737446||Election of Director: Gregory L. Curl||-1||-1,Post Holdings Inc.,,,0,unmatched_left,unmatched
